Sample_Idx,True_Label,Pred_Label,Confidence,True_Prob,Margin,Center_X,Center_Y,Shift_Dx,Shift_Dy,Laplacian_Var,Risk_Category
1760,1,7,0.1459,0.1376,0.0083,15.34,15.53,0.66,0.47,604.01,CONFUSION
1519,0,1,0.1457,0.113,0.0327,15.58,15.33,0.42,0.67,290.69,CONFUSION
2466,4,7,0.1457,0.1054,0.0403,15.37,15.38,0.63,0.62,712.82,CONFUSION
2162,2,7,0.1457,0.1104,0.0353,14.56,15.27,1.44,0.73,1035.01,CONFUSION
187,0,1,0.1456,0.1017,0.044,15.7,15.35,0.3,0.65,19.58,CONFUSION
3556,9,8,0.1455,0.1455,0.0,15.62,15.7,0.38,0.3,316.71,CONFUSION
1247,0,3,0.1454,0.1371,0.0083,15.66,14.04,0.34,1.96,1945.86,CONFUSION
835,0,6,0.1453,0.1371,0.0083,15.49,16.13,0.51,0.13,744.87,CONFUSION
1948,1,7,0.1452,0.11,0.0352,15.53,16.03,0.47,0.03,471.45,CONFUSION
230,0,6,0.1449,0.1249,0.02,16.22,13.54,0.22,2.46,230.36,CONFUSION
3343,8,6,0.1449,0.1449,0.0,15.53,15.46,0.47,0.54,2548.44,CONFUSION
160,0,7,0.1448,0.0892,0.0556,15.71,15.63,0.29,0.37,1206.33,CONFUSION
1169,0,6,0.1441,0.1296,0.0144,15.66,15.17,0.34,0.83,421.6,CONFUSION
3028,6,5,0.144,0.144,0.0,15.29,15.92,0.71,0.08,1981.4,CONFUSION
957,0,7,0.1439,0.1048,0.039,15.83,15.58,0.17,0.42,317.17,CONFUSION
3511,9,8,0.1439,0.1439,0.0,15.4,15.37,0.6,0.63,1391.05,CONFUSION
1843,1,3,0.1436,0.1122,0.0313,15.88,15.08,0.12,0.92,653.69,CONFUSION
1382,0,6,0.1435,0.1071,0.0364,15.45,15.56,0.55,0.44,591.43,CONFUSION
3467,9,8,0.1433,0.1357,0.0076,15.54,15.93,0.46,0.07,759.02,CONFUSION
155,0,6,0.1428,0.1352,0.0076,15.31,15.34,0.69,0.66,214.14,CONFUSION
670,0,3,0.1428,0.1193,0.0235,15.52,15.74,0.48,0.26,79.35,CONFUSION
1517,0,5,0.1427,0.1048,0.0379,17.16,13.38,1.16,2.62,154.16,CONFUSION
2542,4,5,0.1426,0.1119,0.0307,14.86,15.93,1.14,0.07,1240.2,CONFUSION
945,0,7,0.1426,0.1031,0.0395,15.73,15.07,0.27,0.93,193.61,CONFUSION
1178,0,3,0.1425,0.1154,0.0271,15.89,15.2,0.11,0.8,1968.64,CONFUSION
2484,4,2,0.142,0.1011,0.0409,15.04,15.41,0.96,0.59,267.29,CONFUSION
2501,4,3,0.1418,0.1009,0.0408,15.19,15.43,0.81,0.57,296.74,CONFUSION
2763,5,7,0.1416,0.0985,0.0431,15.66,15.35,0.34,0.65,154.62,CONFUSION
2619,4,7,0.1415,0.091,0.0505,15.46,15.42,0.54,0.58,229.32,CONFUSION
3268,8,5,0.1413,0.1148,0.0264,15.38,15.13,0.62,0.87,1842.07,CONFUSION
331,0,7,0.1413,0.096,0.0453,15.94,15.67,0.06,0.33,205.25,CONFUSION
1761,1,2,0.1411,0.0922,0.0489,15.34,15.66,0.66,0.34,850.61,CONFUSION
3131,7,2,0.141,0.141,0.0,15.38,15.62,0.62,0.38,346.27,CONFUSION
1915,1,0,0.1405,0.1405,0.0,15.59,15.37,0.41,0.63,501.31,CONFUSION
669,0,9,0.1403,0.1273,0.0131,15.48,15.6,0.52,0.4,450.81,CONFUSION
1447,0,3,0.1403,0.1224,0.0179,15.42,15.66,0.58,0.34,98.72,CONFUSION
1180,0,3,0.1402,0.0945,0.0457,15.95,15.31,0.05,0.69,731.14,CONFUSION
636,0,3,0.1399,0.095,0.0449,15.74,15.26,0.26,0.74,493.31,CONFUSION
1781,1,7,0.1398,0.1177,0.0221,15.77,15.93,0.23,0.07,196.35,CONFUSION
1822,1,0,0.1393,0.1178,0.0215,15.57,15.87,0.43,0.13,166.81,CONFUSION
1442,0,6,0.1392,0.1323,0.0069,16.16,15.65,0.16,0.35,219.81,CONFUSION
2266,3,2,0.139,0.139,0.0,15.6,16.52,0.4,0.52,3202.68,CONFUSION
37,0,7,0.1387,0.1106,0.0281,15.56,15.57,0.44,0.43,192.31,CONFUSION
2471,4,8,0.1387,0.1319,0.0069,15.6,15.56,0.4,0.44,134.15,CONFUSION
3424,8,3,0.1385,0.1005,0.0379,15.12,14.11,0.88,1.89,909.73,CONFUSION
494,0,1,0.1384,0.1139,0.0246,15.53,15.54,0.47,0.46,1898.23,CONFUSION
1434,0,6,0.138,0.0937,0.0443,15.65,14.25,0.35,1.75,1175.87,CONFUSION
2284,3,1,0.1375,0.0927,0.0448,16.1,14.15,0.1,1.85,99.5,CONFUSION
676,0,5,0.1373,0.131,0.0063,16.09,16.33,0.09,0.33,4009.04,CONFUSION
2552,4,7,0.1372,0.0954,0.0418,15.53,14.22,0.47,1.78,73.1,CONFUSION
3258,7,2,0.1367,0.1073,0.0294,15.18,15.57,0.82,0.43,343.42,CONFUSION
3428,8,6,0.1367,0.1032,0.0335,15.55,14.99,0.45,1.01,1092.25,CONFUSION
2310,3,4,0.1367,0.1304,0.0063,14.11,15.99,1.89,0.01,1783.71,CONFUSION
1330,0,1,0.1367,0.1164,0.0202,14.04,15.36,1.96,0.64,762.11,CONFUSION
2618,4,1,0.1364,0.1075,0.0289,15.44,15.69,0.56,0.31,104.1,CONFUSION
2417,3,4,0.1363,0.1013,0.035,15.52,15.62,0.48,0.38,1598.8,CONFUSION
3542,9,3,0.1363,0.13,0.0062,15.81,15.73,0.19,0.27,1706.42,CONFUSION
178,0,6,0.1362,0.13,0.0062,15.53,15.33,0.47,0.67,170.12,CONFUSION
464,0,3,0.1358,0.0912,0.0446,15.11,15.08,0.89,0.92,888.95,CONFUSION
2399,3,4,0.1358,0.1296,0.0062,15.03,15.58,0.97,0.42,1397.14,CONFUSION
646,0,3,0.1356,0.1048,0.0308,15.69,14.72,0.31,1.28,2599.72,CONFUSION
2240,3,5,0.1355,0.1031,0.0324,15.29,15.52,0.71,0.48,375.06,CONFUSION
3444,8,2,0.1351,0.0966,0.0386,15.62,15.36,0.38,0.64,713.11,CONFUSION
936,0,1,0.135,0.1068,0.0282,15.84,15.53,0.16,0.47,264.71,CONFUSION
2072,2,4,0.1348,0.119,0.0158,14.12,14.97,1.88,1.03,1954.53,CONFUSION
1695,1,7,0.1347,0.1189,0.0158,15.4,15.47,0.6,0.53,316.19,CONFUSION
1234,0,3,0.1344,0.1047,0.0297,15.16,14.04,0.84,1.96,438.55,CONFUSION
596,0,6,0.134,0.106,0.028,15.96,16.69,0.04,0.69,773.2,CONFUSION
947,0,9,0.1337,0.1276,0.0061,16.36,15.15,0.36,0.85,207.58,CONFUSION
3341,8,2,0.1336,0.0922,0.0414,16.24,16.2,0.24,0.2,1143.98,CONFUSION
381,0,6,0.1336,0.0951,0.0385,15.62,15.42,0.38,0.58,106.0,CONFUSION
2329,3,2,0.1336,0.0932,0.0403,15.69,15.49,0.31,0.51,781.42,CONFUSION
2506,4,3,0.1335,0.1225,0.011,15.38,15.42,0.62,0.58,80.84,CONFUSION
1301,0,6,0.1331,0.1112,0.0219,15.19,15.68,0.81,0.32,574.8,CONFUSION
145,0,5,0.1329,0.091,0.0419,15.49,15.6,0.51,0.4,195.72,CONFUSION
550,0,5,0.1328,0.111,0.0218,16.21,15.34,0.21,0.66,803.12,CONFUSION
3599,9,5,0.1325,0.1216,0.0109,15.62,15.81,0.38,0.19,853.27,CONFUSION
2449,3,1,0.1325,0.0966,0.0359,15.5,16.01,0.5,0.01,70.4,CONFUSION
158,0,2,0.1323,0.1109,0.0213,15.1,15.28,0.9,0.72,1059.66,CONFUSION
3611,9,6,0.1322,0.1083,0.0239,15.2,15.74,0.8,0.26,246.55,CONFUSION
1932,1,8,0.132,0.0907,0.0413,15.57,15.54,0.43,0.46,2212.27,CONFUSION
2548,4,2,0.1318,0.1215,0.0104,15.85,15.63,0.15,0.37,2244.2,CONFUSION
731,0,5,0.1316,0.1139,0.0177,15.66,15.73,0.34,0.27,797.35,CONFUSION
2451,3,4,0.1316,0.1103,0.0212,14.99,15.17,1.01,0.83,535.7,CONFUSION
455,0,2,0.1315,0.0904,0.0411,15.47,15.48,0.53,0.52,380.62,CONFUSION
265,0,3,0.1314,0.1259,0.0055,15.45,14.31,0.55,1.69,2584.36,CONFUSION
827,0,9,0.1313,0.108,0.0233,15.08,14.43,0.92,1.57,539.04,CONFUSION
1706,1,7,0.1312,0.0941,0.0371,15.42,15.12,0.58,0.88,87.3,CONFUSION
144,0,2,0.1311,0.0919,0.0392,14.89,16.0,1.11,0.0,919.22,CONFUSION
611,0,6,0.1308,0.1253,0.0055,16.54,15.48,0.54,0.52,507.05,CONFUSION
1398,0,8,0.1307,0.0916,0.0391,17.91,15.8,1.91,0.2,1809.79,CONFUSION
1585,1,7,0.1305,0.125,0.0055,15.3,15.84,0.7,0.16,793.29,CONFUSION
194,0,9,0.1305,0.0947,0.0358,15.61,15.45,0.39,0.55,245.69,CONFUSION
1246,0,3,0.1295,0.0955,0.034,15.84,16.26,0.16,0.26,482.38,CONFUSION
3245,7,1,0.1292,0.1159,0.0134,15.33,15.76,0.67,0.24,44.24,CONFUSION
2518,4,3,0.1287,0.1232,0.0054,14.96,15.07,1.04,0.93,1592.06,CONFUSION
709,0,6,0.1286,0.096,0.0327,15.74,15.47,0.26,0.53,735.3,CONFUSION
2551,4,9,0.1285,0.0955,0.033,17.13,16.19,1.13,0.19,613.18,CONFUSION
638,0,1,0.1283,0.1068,0.0215,15.5,15.49,0.5,0.51,100.45,CONFUSION
606,0,3,0.1283,0.1094,0.019,15.47,15.46,0.53,0.54,151.28,CONFUSION
1433,0,6,0.1281,0.1148,0.0133,15.3,15.42,0.7,0.58,574.66,CONFUSION
937,0,5,0.1275,0.0944,0.0331,15.12,16.1,0.88,0.1,913.04,CONFUSION
1409,0,1,0.1274,0.1146,0.0128,15.64,15.72,0.36,0.28,233.42,CONFUSION
711,0,5,0.1273,0.1084,0.0188,15.9,16.39,0.1,0.39,1415.14,CONFUSION
3231,7,1,0.1273,0.1182,0.0091,14.91,16.0,1.09,0.0,1090.83,CONFUSION
1501,0,1,0.1272,0.103,0.0242,15.57,15.36,0.43,0.64,391.59,CONFUSION
586,0,3,0.1269,0.0958,0.0311,15.69,15.25,0.31,0.75,367.95,CONFUSION
2207,2,0,0.1263,0.1059,0.0204,15.4,15.69,0.6,0.31,1852.02,CONFUSION
107,0,1,0.126,0.1138,0.0122,15.57,15.74,0.43,0.26,192.02,CONFUSION
3519,9,5,0.1259,0.0996,0.0263,15.73,15.51,0.27,0.49,166.32,CONFUSION
1338,0,1,0.1256,0.0994,0.0262,15.42,15.29,0.58,0.71,52.4,CONFUSION
1732,1,7,0.1254,0.1169,0.0085,15.46,15.89,0.54,0.11,505.82,CONFUSION
1086,0,7,0.125,0.1207,0.0043,15.95,15.69,0.05,0.31,800.31,CONFUSION
327,0,7,0.1247,0.1075,0.0172,15.2,14.86,0.8,1.14,438.49,CONFUSION
3323,8,2,0.1242,0.0948,0.0293,14.65,14.6,1.35,1.4,1988.42,CONFUSION
371,0,1,0.1238,0.0991,0.0247,15.41,15.66,0.59,0.34,195.04,CONFUSION
582,0,3,0.1237,0.0934,0.0303,15.5,15.58,0.5,0.42,678.15,CONFUSION
254,0,1,0.1237,0.107,0.0166,15.87,15.54,0.13,0.46,53.62,CONFUSION
1211,0,8,0.1237,0.103,0.0208,15.53,15.65,0.47,0.35,305.92,CONFUSION
117,0,7,0.1233,0.1092,0.0141,15.41,15.39,0.59,0.61,1341.59,CONFUSION
1053,0,7,0.123,0.0962,0.0268,15.63,15.37,0.37,0.63,135.11,CONFUSION
1047,0,1,0.122,0.1044,0.0176,16.13,16.39,0.13,0.39,994.44,CONFUSION
775,0,9,0.1219,0.1177,0.0042,15.34,15.73,0.66,0.27,1384.91,CONFUSION
1510,0,1,0.1216,0.1179,0.0037,15.69,15.26,0.31,0.74,43.91,CONFUSION
3233,7,3,0.1215,0.104,0.0176,15.69,15.75,0.31,0.25,496.2,CONFUSION
1128,0,2,0.1213,0.0916,0.0297,15.49,15.6,0.51,0.4,647.25,CONFUSION
206,0,7,0.1211,0.117,0.0042,15.93,15.59,0.07,0.41,1803.06,CONFUSION
3410,8,5,0.1211,0.0996,0.0215,15.42,15.05,0.58,0.95,1358.7,CONFUSION
999,0,2,0.1209,0.0995,0.0215,15.28,15.5,0.72,0.5,99.53,CONFUSION
755,0,1,0.1206,0.1023,0.0182,15.41,15.66,0.59,0.34,157.48,CONFUSION
501,0,5,0.1206,0.1077,0.0129,15.34,15.71,0.66,0.29,1710.31,CONFUSION
759,0,5,0.1204,0.1038,0.0166,15.99,13.99,0.01,2.01,346.22,CONFUSION
3319,8,1,0.1196,0.0965,0.0231,15.22,15.57,0.78,0.43,264.24,CONFUSION
1397,0,2,0.119,0.1071,0.0119,15.63,15.32,0.37,0.68,54.34,CONFUSION
1620,1,2,0.1185,0.0905,0.028,15.74,15.93,0.26,0.07,918.3,CONFUSION
3402,8,2,0.1184,0.0933,0.0251,15.34,15.7,0.66,0.3,389.65,CONFUSION
3570,9,5,0.1178,0.1012,0.0166,15.63,15.42,0.37,0.58,90.28,CONFUSION
950,0,3,0.1173,0.108,0.0092,16.24,14.39,0.24,1.61,736.99,CONFUSION
1381,0,3,0.1172,0.0983,0.0189,15.82,15.39,0.18,0.61,1370.93,CONFUSION
3054,6,9,0.1169,0.1081,0.0088,15.68,14.93,0.32,1.07,222.53,CONFUSION
659,0,3,0.1166,0.094,0.0225,16.01,15.88,0.01,0.12,1558.44,CONFUSION
1245,0,2,0.1162,0.1054,0.0108,15.22,15.35,0.78,0.65,284.87,CONFUSION
2390,3,0,0.1155,0.098,0.0175,15.3,15.75,0.7,0.25,235.99,CONFUSION
2846,5,8,0.1153,0.1122,0.0031,15.24,13.65,0.76,2.35,2253.51,CONFUSION
1208,0,2,0.1144,0.1062,0.0082,15.45,15.55,0.55,0.45,185.06,CONFUSION
3359,8,5,0.1128,0.0943,0.0186,15.65,15.34,0.35,0.66,99.79,CONFUSION
129,0,2,0.1124,0.1004,0.012,15.82,15.79,0.18,0.21,204.06,CONFUSION
773,0,5,0.1124,0.1036,0.0089,15.77,15.37,0.23,0.63,366.21,CONFUSION
3176,7,1,0.1112,0.0997,0.0115,15.53,15.76,0.47,0.24,302.33,CONFUSION
767,0,2,0.1107,0.1008,0.0099,15.52,14.91,0.48,1.09,41.44,CONFUSION
2391,3,1,0.1098,0.1019,0.0079,15.43,15.14,0.57,0.86,57.32,CONFUSION
1925,1,4,0.1094,0.1016,0.0078,14.98,15.16,1.02,0.84,447.28,CONFUSION
69,0,9,0.1094,0.1004,0.009,15.76,15.3,0.24,0.7,388.52,CONFUSION
192,0,5,0.1086,0.1029,0.0058,15.9,15.21,0.1,0.79,264.25,CONFUSION
1831,1,2,0.1071,0.1034,0.0037,15.39,15.16,0.61,0.84,22.87,CONFUSION
2478,4,1,0.1067,0.0971,0.0095,15.26,15.07,0.74,0.93,99.36,CONFUSION
1344,0,5,0.1061,0.1012,0.0049,15.46,15.07,0.54,0.93,31.12,CONFUSION
2403,3,1,0.1054,0.1022,0.0032,15.37,15.29,0.63,0.71,108.28,CONFUSION
